PRINC_DIAG_CODE,Count,ICD-9,icd9cm_mult
R1114,193.0,78704,['78704']
J381,193.0,4784,['4784']
K709,192.0,5713,['5713']
C8381,192.0,20081,['20051' '20081']
G031,192.0,3222,['3222']
E320,192.0,2540,['2540']
B488,192.0,118,['1178' '118']
F959,191.0,30720,['30720']
M722,191.0,72871,['72871']
Q246,191.0,74686,['74686']
C8371,191.0,20021,['20021']
D819,191.0,2792,['2792']
O332,190.0,65323,['65321' '65323']
K090,190.0,5260,['5260']
G9001,189.0,33701,['33701']
Q8740,189.0,75982,['75982']
I4510,189.0,4264,['4264']
M2611,188.0,52411,['52411']
K313,188.0,53781,['53781']
S27893A,188.0,86229,['86229']
T148,188.0,9599,['9599']
L932,188.0,6954,['6954']
S238XXA,188.0,8471,['8471']
C677,188.0,1887,['1887']
A318,188.0,0318,['0318']
S36118A,188.0,86409,['86409']
H4089,187.0,36589,['36589']
O873,186.0,67154,['67152' '67154']
H6980,186.0,38189,['38181' '38189']
D7581,186.0,28983,['28983']
D269,186.0,2199,['2199']
Z9119,185.0,V1581,['V1581']
S32509B,185.0,8083,['8083']
S63279A,185.0,83402,['83402']
S36209A,185.0,86384,['86384']
F4541,185.0,30780,['30780']
C051,185.0,1453,['1453']
Z4541,185.0,V5301,['V5301']
M189,185.0,71594,['71534' '71594']
G6189,184.0,35789,['35789']
H6640,184.0,3824,['3824']
T2079XA,184.0,94159,['94139' '94149' '94159']
C7A010,184.0,20901,['20901']
A058,184.0,00589,['00589']
M264,184.0,5244,['5244']
J3800,184.0,47830,['47830']
M7660,183.0,72671,['72671']
K4140,183.0,55100,['55100']
B957,183.0,04119,['04119']
I8310,183.0,4541,['4541']
D130,182.0,2110,['2110']
G541,182.0,3531,['3531']
S0590XA,182.0,9219,['8719' '9189' '9219']
T8111XA,182.0,99801,['99801']
L272,181.0,6931,['6931']
D384,181.0,2358,['2358']
S5292XA,181.0,81380,['81380']
T7804XA,181.0,99563,['99563']
J09X9,181.0,48889,['48809' '48819' '48889']
H33009,180.0,36100,['36100']
D561,180.0,28244,['28244']
S149XXA,180.0,9579,['9571' '9578' '9579']
N883,179.0,6225,['6225']
S2096XA,179.0,9114,['9114']
T451X4A,178.0,E9804,['9631' 'E9804']
D6869,178.0,28982,['28982']
B007,178.0,0545,['0545']
R789,177.0,79099,['79099']
K592,177.0,56481,['56481']
M3481,177.0,7101,['5172' '7101']
M4200,177.0,7320,['7320']
H04329,177.0,37532,['37532']
G621,177.0,3575,['3575']
C118,176.0,1478,['1478']
H903,176.0,38918,['38911' '38912' '38914' '38918']
D598,176.0,2832,['2832']
R291,176.0,7816,['7816']
Z4542,176.0,V5302,['V5302']
S34109A,175.0,9522,['9522']
P375,175.0,7717,['7717']
S098XXA,175.0,95901,['8738' '8739' '95901']
S3613XA,175.0,86802,['86802']
C020,175.0,1411,['1411']
C7B1,174.0,20975,['20975']
D354,174.0,2274,['2274']
H16079,174.0,37006,['37006']
C8479,174.0,20060,['20060']
F988,174.0,31389,['31389']
C311,174.0,1603,['1603']
C8291,174.0,20201,['20201']
S069X6A,174.0,85405,['85405']
O2293,173.0,67193,['67191' '67193']
B9681,173.0,04186,['04186']
D71,173.0,2881,['2881']
M2570,173.0,72691,['72691']
I310,173.0,4231,['4231']
H40219,173.0,36522,['36522']
M2662,173.0,52462,['52462']
S83419A,173.0,8441,['8441']
E807,173.0,2774,['2774']
B353,173.0,1104,['1104']
K283,173.0,53430,['53430']
F4481,172.0,30014,['30014']
E771,172.0,2727,['2718' '2727']
D700,172.0,28801,['28801']
T83721A,171.0,62932,['62932']
K451,171.0,5518,['5518']
A064,171.0,0063,['0063']
E728,171.0,2708,['2707' '2708']
E060,171.0,2450,['2450']
G587,171.0,3545,['3545']
H1133,171.0,37272,['37272']
S030XXA,171.0,8300,['8300']
S39848A,171.0,95914,['95914']
T7803XA,170.0,99565,['99565']
C8378,170.0,20028,['20028']
F609,170.0,3019,['3019']
Q8500,170.0,23770,['23770']
C8334,170.0,20074,['20004' '20074']
T520X4A,169.0,E9809,['981' 'E9809']
A319,169.0,0319,['0319']
Z418,169.0,V508,['V508']
S2692XA,169.0,86103,['86102' '86103']
L0213,169.0,6801,['6801']
S025XXB,169.0,87363,['87363']
D216,168.0,2157,['2157']
S52099A,168.0,81304,['81304']
P612,168.0,7766,['7766']
R6511,168.0,99594,['99594']
C388,168.0,1648,['1648']
Q2579,168.0,74739,['74739']
Q528,167.0,75249,['75249']
Q232,167.0,7465,['7465']
A5901,167.0,13101,['13101']
K820,167.0,5752,['5752']
C7A021,166.0,20912,['20912']
K833,166.0,5764,['5764']
S37819A,166.0,86801,['86801']
G47419,166.0,34700,['34700']
B998,166.0,1368,['1368']
H209,165.0,3643,['3643']
T7622XA,165.0,99553,['99553']
C319,165.0,1609,['1609']
I69992,165.0,43883,['43883']
Q338,165.0,74869,['74869']
C8352,165.0,20012,['20012']
Q8502,165.0,23772,['23772']
L298,164.0,6988,['6988']
Q667,164.0,75471,['75471']
G8921,164.0,33821,['33821']
E0521,164.0,24231,['24221' '24231']
M2661,164.0,52461,['52461']
N804,163.0,6174,['6174']
I018,163.0,3918,['3918']
L080,163.0,68600,['68600']
L0203,163.0,6800,['6800']
S40029A,163.0,92303,['92303']
N854,163.0,6216,['6216']
O2493,163.0,64804,['64802' '64804']
D429,163.0,2376,['2376']
O99333,163.0,64903,['64901' '64903']
J343,163.0,4780,['4780']
B0052,162.0,05443,['05442' '05443']
O904,162.0,66934,['66932' '66934']
A394,161.0,0362,['0362']
D72825,161.0,28866,['28866']
A609,160.0,05410,['05410']
S34139S,160.0,9072,['9072']
O8883,160.0,67384,['67382' '67384']
F0280,160.0,29410,['29410']
R8299,160.0,7919,['7917' '7919']
I058,160.0,3949,['3949']
S14127A,160.0,95208,['95208']
O0487,160.0,63502,['63502']
Q249,160.0,7469,['7469']
Q2572,160.0,74732,['74732']
T451X1A,159.0,E8581,['9631' 'E8581']
S38222A,159.0,8780,['8780']
S37069A,159.0,86603,['86603']
C548,159.0,1828,['1828']
P2481,159.0,77018,['77018']
F17200,158.0,3051,['3051']
S27309A,158.0,86120,['86120']
M629,158.0,7289,['7289']
A030,158.0,0040,['0040']
Q205,158.0,74512,['74512']
D5720,158.0,28263,['28263']
N318,157.0,59652,['59652']
Z0000,156.0,V700,['V700']
A239,156.0,0239,['0239']
C6920,156.0,1905,['1905']
R309,156.0,7881,['7881']
N35028,156.0,5981,['5981']
G8310,156.0,34430,['34430']
S5000XA,156.0,92311,['92311']
A539,156.0,0979,['0979']
N711,154.0,6151,['6151']
B384,154.0,1142,['1142']
P0518,154.0,76418,['76418']
D749,154.0,2897,['2897']
D529,154.0,2812,['2812']
I881,154.0,2891,['2891']
C44529,154.0,17352,['17352']
D449,154.0,2374,['2374']
O98113,153.0,64703,['64701' '64703']
H9319,153.0,38832,['38830' '38831' '38832']
N134,153.0,5935,['5935']
E3121,153.0,25801,['25801']
G7111,153.0,35921,['35921']
I87319,152.0,45931,['45931']
N6089,152.0,6108,['6108']
C9141,152.0,20240,['20240']
I973,152.0,99791,['99791']
F952,152.0,30723,['30723']
L959,152.0,7091,['7091']
K273,152.0,53330,['53330']
B3889,152.0,1143,['1143']
K380,152.0,5430,['5430']
K089,152.0,5259,['5259']
C8313,152.0,20043,['20043']
Z20828,152.0,V0179,['V0179']
M898X8,151.0,73812,['73399' '73812']
S4990XA,151.0,9592,['9592']
E40,151.0,260,['260']
P351,150.0,7711,['7711']
D012,150.0,2304,['2304']
O9892,150.0,64791,['64791']
K823,150.0,5755,['5755']
P0735,150.0,76526,['76526']
H60599,150.0,38022,['38022']
D3A020,150.0,20951,['20951']
F508,150.0,30759,['30754' '30759']
Q909,150.0,7580,['7580']
S24152A,149.0,95214,['95213' '95214']
K591,149.0,5645,['5645']
N99512,149.0,59682,['59682']
M86639,149.0,73013,['73013']
J411,149.0,4911,['4911']
A6009,149.0,05419,['05419']
T381X4A,149.0,E9804,['9627' 'E9804']
B964,148.0,0416,['0416']
C6940,148.0,1900,['1900']
O9893,148.0,64794,['64792' '64794']
C0689,148.0,1458,['1458']
O000,148.0,63300,['63300']
N99110,148.0,5982,['5982']
D609,148.0,28481,['28481']
E8771,148.0,27661,['27661']
K314,147.0,5371,['5371']
K312,147.0,5376,['5376']
E1300,147.0,25020,['24920' '25020']
N055,147.0,5832,['5832']
Z466,147.0,V536,['V536']
T454X4A,147.0,E9804,['9640' 'E9804']
E032,147.0,2443,['2442' '2443']
I7772,147.0,44322,['44322']
D5740,147.0,28241,['28241']
I230,146.0,42979,['42979']
M84459D,146.0,V5423,['V5423']
A0832,146.0,00866,['00866']
A182,146.0,01720,['01720']
S1120XA,146.0,8744,['8744']
H4610,146.0,37732,['37732']
I69922,145.0,43813,['43813']
G521,145.0,3522,['3521' '3522']
G527,145.0,3526,['3526']
M358,145.0,7108,['7105' '7108']
Q453,145.0,7517,['7517']
R064,145.0,78601,['78601']
S01521A,145.0,87353,['87353']
P969,145.0,7799,['7799']
B189,145.0,07059,['07059']
N312,145.0,59653,['5964' '59653']
N766,145.0,61650,['61650']
S3790XA,145.0,8690,['8678' '8690']
F79,145.0,319,['319']
R64,144.0,7994,['7994']
N733,144.0,6145,['6145']
Q6419,144.0,7535,['7535']
M4690,144.0,7209,['7209']
G43401,144.0,34632,['34632']
G8912,144.0,33812,['33812']
O0330,144.0,63481,['63481']
N159,143.0,5909,['5839' '5909']
G43419,143.0,34631,['34631']
S27819A,143.0,86222,['86222']
K2921,143.0,53531,['53531']
Z4651,143.0,V5351,['V5351']
G9611,143.0,34939,['34939']
R1901,142.0,78931,['78931']
N940,142.0,6252,['6252']
D6109,142.0,28409,['28409']
L8990,142.0,70720,['70700' '70720']
G969,142.0,3499,['3499']
R61,142.0,7808,['7808']
J9382,142.0,51284,['51284']
K5713,142.0,56203,['56203']
K5282,142.0,55842,['55842']
Q348,141.0,7488,['7488']
P9161,141.0,76871,['76871']
H5713,141.0,37991,['37991']
S0540XA,141.0,8704,['8703' '8704']
L74519,141.0,70521,['70521']
I8291,141.0,45379,['45379']
N859,141.0,6219,['6219']
S064X2A,141.0,85242,['85242']
M818,141.0,73309,['73302' '73303' '73309']
K4131,140.0,55201,['55201']
G5700,140.0,3550,['3550']
Z4682,140.0,V5882,['V5882']
T434X4A,140.0,E9803,['9692' 'E9803']
Q666,140.0,75469,['75469']
C138,139.0,1488,['1488']
O99324,139.0,64831,['64831']
J628,139.0,502,['502']
K4190,139.0,55300,['55300']
S91109A,139.0,8930,['8930']
A8109,139.0,04619,['04619']
N828,138.0,6198,['6198']
C148,138.0,1499,['1498' '1499']
C7250,138.0,1920,['1920']
R070,138.0,7841,['7841']
S93439A,138.0,84503,['84503']
O870,137.0,67124,['67122' '67124']
J9312,137.0,51282,['51282']
S0292XB,137.0,8029,['8029']
C44221,137.0,17322,['17322']
E639,137.0,2699,['2699']
N118,137.0,59001,['59001']
G114,136.0,3341,['3341']
T2070XA,136.0,94150,['94130' '94140' '94150']
B3782,136.0,11285,['11285']
K281,136.0,53410,['53410']
H9209,136.0,38870,['38870']
D070,136.0,2332,['2332']
F3176,135.0,29656,['29656']
O99019,135.0,64820,['64820']
Q252,135.0,74722,['74722']
E8889,135.0,27789,['2728' '27789']
G890,135.0,3380,['3380']
M719,135.0,7279,['7279']
O1003,135.0,64204,['64204']
Z1389,135.0,V8289,['V790' 'V791' 'V799' 'V815' 'V816' 'V820' 'V824' 'V826' 'V8289']
S023XXB,134.0,8027,['8027']
F3174,134.0,29646,['29646']
C8336,134.0,20076,['20006' '20076']
M26220,133.0,52424,['52424']
B250,133.0,4841,['0785' '4841']
C9211,133.0,20511,['20511']
O695XX0,133.0,66361,['66361']
I424,133.0,4253,['4253']
D174,133.0,2142,['2142']
H3320,133.0,3612,['3612']
S6290XA,133.0,8170,['81603' '8170']
A5900,133.0,13100,['13100']
C9480,133.0,20780,['20780']
A812,133.0,0463,['0463']
D167,133.0,2133,['2133']
S32811B,132.0,80853,['80853']
E211,132.0,25202,['25202']
J691,132.0,5071,['5071']
L22,132.0,6910,['6910']
F325,132.0,29626,['29626']
M0089,131.0,71109,['71109']
O99815,131.0,64884,['64882' '64884']
C8194,131.0,20194,['20194']
M2663,131.0,52463,['52463']
O169,131.0,64290,['64290']
H35149,131.0,36225,['36225']
H0589,130.0,37689,['37689']
R34,130.0,7885,['7885']
O9913,130.0,64934,['64934']
A043,130.0,00804,['00804']
J0411,130.0,46411,['46411']
C323,130.0,1613,['1613']
Z5329,129.0,V642,['V6406' 'V642']
N431,129.0,6031,['6031']
O1033,129.0,64224,['64224']
E0581,129.0,24281,['24281']
R6884,129.0,78492,['78492']
I69928,129.0,43819,['43810' '43819']
B0223,129.0,05313,['05313']
H543,128.0,3693,['3693']
M2480,128.0,71880,['71880']
G2589,128.0,33399,['33384' '33399']
M6140,128.0,72819,['72819']
I69921,128.0,43812,['43812']
B519,128.0,0845,['0841' '0845']
T512X4A,128.0,E9809,['9802' 'E9809']
R4181,128.0,797,['797']
O91213,128.0,67523,['67521' '67523']
L589,128.0,69282,['69282']
G243,128.0,33383,['33383']
P0449,127.0,76073,['76072' '76073']
I281,127.0,4171,['4171']
Q6479,127.0,7538,['7538']
C573,127.0,1834,['1834']
I089,127.0,3979,['3969' '3979']
P0733,127.0,76525,['76525']
D573,127.0,2825,['2825']
S92216A,127.0,82523,['82523']
C8401,127.0,20211,['20211']
I809,127.0,4519,['4519']
L600,126.0,7030,['7030']
J95812,126.0,5122,['5122']
O479,126.0,64410,['64410']
A028,126.0,0038,['0038']
O289,126.0,7965,['7965']
C510,126.0,1841,['1841']
J678,125.0,4958,['4958']
N172,125.0,5847,['5837' '5847']
M84353A,125.0,73397,['73397']
Z0472,125.0,V7181,['V7181']
J9381,125.0,51283,['51283']
G3101,125.0,33111,['33111']
A050,125.0,0050,['0050']
Q398,125.0,7504,['7504']
O8822,125.0,67322,['67321' '67322']
Q742,125.0,75569,['75565' '75569']
G129,125.0,3359,['33510' '3359']
S93326A,124.0,83803,['83803']
G8253,124.0,34403,['34403']
S11029A,124.0,87402,['87402']
M4130,124.0,73734,['73734']
K0530,124.0,52340,['52340']
R9401,123.0,79402,['79402']
C7B03,123.0,20973,['20973']
C8311,123.0,20041,['20041']
I408,123.0,42299,['42293' '42299']
M2619,123.0,52419,['52419']
C4441,123.0,17341,['17341']
C9111,123.0,20411,['20411']
I773,123.0,4478,['4473' '4478']
S13131A,123.0,83903,['83903']
H1033,123.0,37200,['37200']
R1902,123.0,78932,['78932']
H35039,123.0,36211,['36211']
J84115,123.0,51634,['51634']
G1229,123.0,33529,['33524' '33529']
D3A010,122.0,20941,['20941']
A530,122.0,0971,['0971']
S01522A,122.0,87370,['87370']
G622,122.0,3577,['3577']
P2400,122.0,77011,['77011']
B952,121.0,04104,['04104']
S0267XA,121.0,80227,['80227']
P1289,121.0,76719,['76719']
Q058,121.0,74190,['74190']
P122,121.0,76711,['76711']
F54,121.0,316,['316']
H578,120.0,3798,['3798']
Q339,120.0,74860,['74860']
R944,120.0,7944,['7944']
I426,120.0,4255,['4255']
C689,120.0,1899,['1899']
M2612,119.0,52412,['52412']
C7A011,119.0,20902,['20902']
C8292,119.0,20202,['20202']
C9290,119.0,20590,['20590']
G7080,119.0,35830,['35830']
M724,119.0,72879,['72879']
Q838,119.0,7576,['7576']
B1009,119.0,05829,['05829']
H7193,118.0,38530,['38530']
C44599,118.0,17359,['17359']
E7529,118.0,3300,['3300']
D821,118.0,27911,['27911']
H5500,118.0,37950,['37950']
S71009A,117.0,8900,['8900']
D6949,117.0,28739,['28739']
D643,117.0,2850,['2850']
S332XXA,117.0,83942,['83941' '83942']
D235,117.0,2165,['2165']
R011,117.0,7852,['7852']
D0919,117.0,2339,['2339']
O0331,117.0,63451,['63451']
M279,116.0,5269,['5269']
C059,116.0,1455,['1455']
C9140,116.0,20240,['20240']
R312,116.0,59972,['59972']
Z79899,116.0,V5869,['V5869']
S479XXA,116.0,92703,['92700' '92703']
P834,116.0,7787,['7787']
H1089,116.0,37239,['37239']
I368,116.0,4242,['4242']
F488,115.0,30089,['3005' '30089']
R12,115.0,7871,['7871']
S358X9A,115.0,90289,['90289']
H905,115.0,38916,['38910' '38914' '38916']
S42209B,115.0,81210,['81210']
P0731,115.0,76524,['76524']
G4731,114.0,32721,['32721']
T674XXA,114.0,9924,['9924']
C7A026,114.0,20917,['20917']
M6688,114.0,72769,['72769']
O9123,114.0,67584,['67582' '67584']
C8295,114.0,20205,['20205']
J358,114.0,4748,['4742' '4748']
M532X8,114.0,72471,['7246' '72471']
S36508A,114.0,86349,['86346' '86349']
N3941,114.0,78831,['78831']
I87009,114.0,45910,['45910']
G802,114.0,3434,['3431' '3434']
K1232,114.0,52802,['52802']
H5509,114.0,37956,['37956']
N992,113.0,6232,['6232']
C8358,113.0,20018,['20018']
C602,113.0,1873,['1873']
H61039,113.0,38003,['38003']
M76899,113.0,72670,['72669' '72670']
B356,113.0,1103,['1103']
H409,113.0,3659,['3659']
E2601,113.0,25512,['25512']
T551X4A,113.0,E9806,['9896' 'E9806']
D170,113.0,2140,['2140']
G5780,113.0,35579,['35579']
K5140,112.0,5564,['5564']
Z658,112.0,V6289,['V6281' 'V6289']
S3132XA,112.0,8783,['8783']
P0710,112.0,76510,['76500' '76510']
B379,112.0,1129,['1129']
Q654,112.0,75433,['75433']
E237,112.0,2539,['2539']
G8251,112.0,34401,['34401']
E061,112.0,2451,['2451']
Z4689,112.0,V5399,['V537' 'V538' 'V5399']
K118,111.0,5278,['5278']
Q899,111.0,7599,['7599']
A5429,111.0,09819,['09819']
L253,111.0,6924,['6924']
R3989,111.0,78899,['78899']
M24549,111.0,71844,['71844']
H05119,111.0,37611,['37611']
D3A019,110.0,20940,['20940']
T171XXA,110.0,E915,['932' 'E915']
R295,110.0,7814,['7814']
S1096XA,110.0,9104,['9104']
T730XXA,109.0,E9041,['9942' 'E9041']
F4010,109.0,30023,['30023']
P0725,109.0,76523,['76523']
C8351,109.0,20011,['20011']
S90559A,109.0,9166,['9166']
H338,109.0,36189,['36189']
M6788,109.0,72789,['72789']
K902,109.0,5792,['5792']
N4289,108.0,6028,['6022' '6028']
T2063XA,108.0,94124,['94124']
S0291XB,108.0,80350,['80350']
P614,108.0,7765,['7765']
I749,108.0,4449,['4449']
C8478,107.0,20068,['20068']
O874,107.0,67104,['67102' '67104']
A509,107.0,0909,['0909']
Q743,107.0,75489,['75489']
B343,107.0,07983,['07983']
B012,106.0,0521,['0521']
S62609A,106.0,81600,['81600']
S15209A,106.0,90081,['90081']
L303,106.0,6908,['6908']
A3981,106.0,0361,['0361']
J338,106.0,4718,['4718']
S92909A,106.0,82520,['82520']
S279XXA,105.0,8628,['8628']
Q893,105.0,7593,['7593']
R532,105.0,78072,['78072']
Z758,105.0,V638,['V638']
S229XXA,105.0,8090,['8090']
C688,105.0,1898,['1898']
C8337,105.0,20077,['20007' '20077']
H7123,105.0,38533,['38533']
Q564,105.0,7527,['7527']
N952,105.0,6273,['6273']
E71318,105.0,27785,['27785']
N043,104.0,5812,['5812']
G43411,104.0,34633,['34633']
P611,104.0,7764,['7764']
D6942,104.0,28733,['28733']
G118,104.0,3348,['3348']
A502,104.0,0902,['0902']
R682,104.0,5277,['5277']
C960,104.0,20250,['20250']
B440,104.0,4846,['1173' '4846']
M779,104.0,72690,['72690']
D3A092,104.0,20963,['20963']
H5460,104.0,3698,['3698']
E891,103.0,2513,['2513']
Q2731,103.0,74763,['74763']
F688,103.0,30019,['30019']
F602,103.0,3017,['3017']
F930,103.0,30921,['30921']
B269,103.0,0729,['0729']
T5194XA,103.0,E9809,['9809' 'E9809']
P761,103.0,7774,['7774']
P782,103.0,7773,['7773']
L739,103.0,7069,['7049' '7069']
G519,102.0,3519,['3519']
Z755,102.0,V605,['V605']
G712,102.0,3590,['3590']
K9281,102.0,538,['538']
S73036A,102.0,83503,['83503']
E8801,102.0,2734,['2734']
T194XXA,102.0,E915,['9393' 'E915']
G4453,102.0,33943,['33943']
S35513A,102.0,90253,['90251' '90253']
O704,102.0,66464,['66461' '66464']
K119,102.0,5279,['5279']
S0010XA,102.0,9211,['9210' '9211']
G7241,101.0,35971,['35971']
E8319,101.0,27509,['27509']
L929,101.0,7015,['7015']
J9584,101.0,5187,['5187']
E15,100.0,2510,['2510']
N930,100.0,6267,['6267']
O3693X0,100.0,65693,['65691' '65693']
Q871,100.0,75981,['75981']
H0520,100.0,37630,['37630']
Z96649,100.0,V4364,['V4364']
S0500XA,100.0,9182,['9181' '9182']
T2260XA,100.0,94320,['94320']
Q772,100.0,7563,['7563']
R041,100.0,7848,['7848']
C8195,99.0,20195,['20195']
A311,99.0,0311,['0311']
D0220,99.0,2312,['2312']
J708,99.0,5088,['5088']
B381,99.0,1144,['1144']
F6812,99.0,30151,['30151']
Q382,99.0,75015,['75015']
E850,99.0,27731,['27731']
B350,99.0,1100,['1100']
C8383,99.0,20083,['20053' '20083']
C750,99.0,1941,['1941']
R87619,99.0,7954,['7954']
A5489,99.0,09889,['09881' '09889']
N4402,99.0,60822,['60822']
G244,98.0,33382,['33382']
S3500XA,98.0,9020,['9020']
A4851,98.0,04041,['04041']
H6500,98.0,38101,['38101']
B958,98.0,04110,['04110']
Q605,98.0,7530,['7530']
L138,98.0,6948,['6948']
S2341XA,98.0,8483,['8483']
G4735,98.0,32725,['32725']
N806,98.0,6176,['6176']
Q188,98.0,74489,['74489']
C632,98.0,1877,['1877']
E550,98.0,2680,['2680']
M889,98.0,7310,['7310']
M259,98.0,71990,['71990']
S0262XB,98.0,80232,['80232']
N13729,97.0,59373,['59373']
G4710,97.0,78054,['32710' '78054']
C96A,97.0,20230,['20230']
J84113,97.0,51632,['51632']
G5710,97.0,3551,['3551']
G8314,97.0,34432,['34432']
N943,97.0,6254,['6254']
M25529,97.0,71942,['71942']
H5702,97.0,37941,['37941']
Q788,96.0,75659,['75653' '75659']
C752,96.0,1943,['1943']
Z3868,96.0,V3700,['V3400' 'V3500' 'V3600' 'V3700']
O4200,96.0,65810,['65810']
M9390,96.0,7329,['7329']
L258,96.0,69289,['69289']
A1839,96.0,01480,['01480']
M539,96.0,7249,['7249']
Q512,96.0,75235,['7522' '75235']
D234,96.0,2164,['2164']
C578,95.0,1848,['1848']
A046,95.0,00844,['00844']
L02838,95.0,6808,['6808']
S078XXA,95.0,9251,['9251']
D5780,95.0,28268,['28268']
P289,95.0,7709,['7709']
B190,95.0,0706,['0706']
P5929,95.0,7744,['7744']
M2749,95.0,5262,['5262']
D37039,95.0,2350,['2350']
T678XXA,95.0,9928,['9928']
O909,95.0,67494,['67492' '67494']
R1907,95.0,78937,['78937']
Q243,95.0,74683,['74683']
I252,95.0,412,['412']
K310,95.0,5361,['5361']
G8110,95.0,34210,['34210']
P0821,95.0,76621,['76621']
T471X4A,95.0,E9804,['9730' 'E9804']
T192XXA,94.0,E915,['9392' 'E915']
J95850,94.0,V4614,['V4614']
H838X9,94.0,3868,['3868']
P0723,94.0,76522,['76522']
S8410XA,94.0,9563,['9563']
J84111,94.0,51630,['51630']
D485,94.0,2382,['2382']
R6883,94.0,78064,['78064']
Q6119,94.0,75314,['75314']
S45009A,93.0,90301,['90301']
Q796,93.0,75683,['75683']
J17,93.0,5171,['4847' '4848' '5171']
C729,93.0,1929,['1928' '1929']
E11319,93.0,36201,['25050' '36201']
M7530,93.0,7262,['72611' '7262']
G8114,93.0,34212,['34212']
N4403,93.0,60823,['60823']
N039,92.0,5829,['5829']
G43509,92.0,34650,['34650']
B0111,92.0,0520,['0520']
Q523,92.0,75242,['75242']
S27813A,92.0,86222,['86222']
H53469,92.0,36846,['36846']
S62399A,92.0,81509,['81500' '81509']
R358,92.0,78842,['78842']
I862,92.0,4565,['4565']
E7209,91.0,2700,['2700']
I511,91.0,4295,['4295']
S1122XA,91.0,8745,['8745']
P588,91.0,7741,['7740' '7741']
O8681,91.0,67034,['67032' '67034']
S069X8A,91.0,85405,['85405']
Q181,91.0,74447,['74446' '74447']
E214,91.0,2528,['2528']
D392,91.0,2361,['2361']
D72828,91.0,28869,['28869']
K461,90.0,5519,['5519']
H5120,90.0,37886,['37886']
S6292XD,90.0,V5412,['V5412']
M79A19,90.0,72971,['72971']
D399,90.0,2363,['2363']
T80818A,90.0,99982,['99982']
B178,90.0,07059,['07049' '07059']
G43511,90.0,34653,['34653']
N3031,90.0,5953,['5953']
E780,90.0,2720,['2720']
N013,90.0,5804,['5804']
K277,90.0,53370,['53370']
S01422A,90.0,87354,['87351' '87354']
F3012,90.0,29602,['29602']
N362,90.0,5993,['5993']
S60469A,89.0,9154,['9154']
I69965,89.0,43853,['43853']
S060X2A,89.0,85012,['85012']
L0293,89.0,6809,['6809']
M8440XA,88.0,73310,['73310']
B001,88.0,05473,['05473']
C44519,88.0,17351,['17351']
D0322,88.0,1722,['1722']
M2620,88.0,52420,['52420']
Z7901,88.0,V5861,['V5861']
H5440,88.0,36971,['36960' '36971']
A031,88.0,0041,['0041']
F308,88.0,29681,['29681']
I77810,88.0,44771,['44771']
H02839,88.0,37487,['37487']
A7989,87.0,0838,['0838']
K441,87.0,5513,['5513']
J3089,87.0,4778,['4778']
B369,87.0,1119,['1119']
P018,87.0,7618,['7618']
T882XXA,87.0,9954,['9954']
H5340,87.0,36840,['36840']
F3178,87.0,29666,['29666']
A78,87.0,0830,['0830']
Z008,86.0,V708,['V706' 'V708']
N486,86.0,60785,['60785']
N365,86.0,5994,['5994']
P9683,86.0,77984,['77984']
L923,86.0,7094,['7094']
H547,86.0,V410,['3699' 'V410']
M247,86.0,71865,['71865']
S0264XB,86.0,80234,['80234']
C041,86.0,1441,['1441']
Q740,85.0,75559,['75553' '75554' '75556' '75557' '75559']
D1039,85.0,2104,['2104']
A042,85.0,00803,['00803']
E83119,85.0,27503,['27503']
M25429,85.0,71902,['71902']
G7089,85.0,3588,['3588']
A1831,85.0,01400,['01400']
T542X4A,85.0,E9241,['9831' 'E9241']
S2020XA,85.0,9229,['9229']
G120,85.0,3350,['3350']
T441X4A,85.0,E9804,['9710' 'E9804']
H540,85.0,36901,['36900' '36901']
R350,85.0,78841,['78841']
D3705,84.0,2351,['2351']
F6089,84.0,30189,['30184' '30189']
I062,84.0,3952,['3952']
G47411,84.0,34701,['34701']
M0500,84.0,7141,['7141']
C089,84.0,1429,['1428' '1429']
K056,84.0,5239,['5239']
M205X9,84.0,7358,['7358']
O352XX0,84.0,65523,['65521' '65523']
E893,84.0,2537,['2537']
Q798,84.0,7569,['75681' '75682' '75689' '7569']
O99340,84.0,64840,['64840']
T2077XA,84.0,94158,['94138' '94148' '94158']
C8128,84.0,20168,['20168']
M2609,84.0,52409,['52409']
J8481,84.0,5164,['5164']
I2690,84.0,41512,['41512']
Z438,84.0,V558,['V558']
Z48810,83.0,V5871,['V5871']
O336XX0,83.0,65363,['65361' '65363']
N3281,83.0,59651,['59651']
Z4509,83.0,V5339,['V5339']
S9000XA,83.0,92421,['92421']
S0261XB,83.0,80231,['80231']
Q8909,83.0,7590,['7590']
A1781,83.0,01350,['01320' '01330' '01340' '01350']
S36200A,83.0,86381,['86381']
G542,83.0,3532,['3532']
G44229,83.0,33912,['33912']
O99843,83.0,64923,['64921' '64923']
O4193X0,83.0,65893,['65891' '65893']
T41294A,82.0,E9804,['9684' 'E9804']
G9381,82.0,34881,['34881']
C131,82.0,1482,['1482']
G9009,82.0,33709,['33700' '33709']
B538,82.0,0844,['0844']
C8294,82.0,20204,['20204']
N402,81.0,60010,['60010']
T883XXA,81.0,99586,['99586']
P0517,81.0,76417,['76417']
D803,81.0,27903,['27903']
D849,81.0,2793,['2793']
D142,81.0,2122,['2122']
H5589,81.0,37959,['37959']
